,TACSTD2_log2FPKMp1,StromalScore,ImmuneScore,ESTIMATEScore,TumorPurity,ESTIMATE_ImmuneScore,CYT,CD8A,GEP18,xCell_CD8,xCell_CD8_raw_ssgsea,xCell_CD8_Tcm,xCell_CD8_Tem,xCell_CD8_naive_T-cells
durva023,6.106034182520036,3769.7902149333854,5833.925885804371,9603.716100737756,,5833.925885804371,3.5541693881253,3.900625332536066,0.00023588105842843637,2.1479162867945855e-40,1419.1888447586302,0.045935756139243396,0.01497859876406441,6.352514491782209e-08
durva026,2.859770816208743,3624.4493530729897,7679.746694730273,11304.196047803263,,7679.746694730273,5.656739686104281,5.96834423848799,1.8074659749370463,0.4583786250816748,3047.9580286435857,0.34668960221483813,0.3379532575504288,0.022321071668131017
durva027,6.765640822980862,2147.816173705461,4668.278894438834,6816.0950681442955,,4668.278894438834,3.463222764559341,3.6973290237937193,0.22661754593593303,0.013797969253663653,783.2514007064523,0.06875094346101779,0.031006558296096626,0.010491235016390675
durva028,7.752454243031376,2996.879738514497,4451.548264007475,7448.428002521972,,4451.548264007475,2.710913121654358,3.2539892662307865,-0.4069107084725721,0.03856864522693912,1094.614198411141,0.09796963647501684,0.0025716772296344114,0.010000810899762827
durva029,8.537393144401806,285.3380263383591,3392.3146221063244,3677.6526484446836,0.41320645976197984,3392.3146221063244,3.4027254787966186,3.220639512876857,0.07149598273805924,1.801398254664004e-65,566.2636930421687,0.001384285707665708,6.9690793358269166e-40,0.008379166377194982
durva030,6.166755608523193,192.59782175545092,2939.3569220876116,3131.9547438430627,0.4847475351906001,2939.3569220876116,1.7801771178112606,1.7957669477823923,-0.975124670868042,0.028185013054257708,834.1900388432165,0.005358626649615451,8.642682910862808e-20,2.468314708776082e-07
durva033,7.781038350203309,2008.1487913503818,3236.021459284734,5244.170250635116,0.1947727567934132,3236.021459284734,1.964098594612914,2.3999913506641812,-0.7256282975684747,4.679321613717217e-29,368.35806542815226,1.706382668960138e-24,2.1101120001603047e-18,0.004727282495013555
durva036,7.808217704802233,1019.7808448731507,3078.5698851940188,4098.35073006717,0.3562194282380051,3078.5698851940188,2.938619967519571,3.274416733319735,-0.4708075981544952,0.00028922611405177607,527.3658468360393,0.0016576297186634706,0.026114306006017253,0.009598950867058873
durva037,2.2327313550329713,914.6156236115348,7900.577786096315,8815.19340970785,,7900.577786096315,5.143605897352009,5.385037521245937,0.999824745703633,0.544224739419188,3786.2443912389454,0.41874240988964617,0.29292980355108644,0.0725487362926776
durva038,7.381715977694854,2057.531489222708,5858.206714773529,7915.738203996237,,5858.206714773529,4.896830917160311,4.492750494082538,0.5102365712931403,0.04529258831961408,1225.216783968105,0.0535928142675497,0.07737542337066884,0.007071649885703096
durva039,6.2867407146943455,596.0379634793217,6137.8574942729265,6733.895457752248,,6137.8574942729265,4.011495459993183,4.0282331914427525,0.29282781563676086,1.5896395011453748e-23,1760.9933958287668,0.13532764839337136,0.05344816294841165,0.02709797533831461
durva040,4.894798365597157,2363.4269355901315,4294.490946511978,6657.91788210211,,4294.490946511978,3.233108073789898,3.9457481456288805,-0.32293319380548696,0.039156882577775956,1043.0895591142094,0.02511712233712674,0.03736117890389681,0.020473481001721444
durva042,6.008979822360662,4237.426715158621,6445.051298050064,10682.478013208685,,6445.051298050064,4.424474953850028,4.9515038713851585,0.9020169821332475,0.1467624235840315,1829.014031056857,0.19463134894833278,0.16954050875655738,0.014359454191665049
durva044,6.5532237849125154,3591.0359038832667,4873.039421687434,8464.0753255707,,4873.039421687434,2.4261907104729463,2.8131634572680215,-0.313896802800838,2.039157646249539e-56,913.7906279362746,0.030233729904470305,0.010640741850772633,0.003801741692250583
durva045,4.463975502538819,3331.2528988149193,5785.378137713053,9116.631036527971,,5785.378137713053,3.9517077860685106,3.722695525881377,0.3324888597541327,1.7744798005154734e-26,1128.48509892723,0.025231299056011423,0.045440626338894674,0.008270139590703279
durva046,6.5845326337881165,4130.572060829417,3941.435246736254,8072.007307565671,,3941.435246736254,1.8701722641149439,1.2330229198713327,-0.991786734006755,4.7808812702245715e-29,261.97041628820404,1.8685306861021656e-32,4.63440126363175e-30,3.21272950640667e-26
durva053,4.67782955707597,1668.0098546741388,6396.550158172518,8064.560012846658,,6396.550158172518,3.3913332974025385,3.723405656090354,-0.25871391585324316,0.0451093551280967,1920.0798604975337,0.09647697450320228,6.394346929253454e-30,0.01016439281455699
durva055,5.119032405921335,3642.9844852506576,6156.162205491482,9799.14669074214,,6156.162205491482,3.4857015778242992,4.323211522433175,0.4642196668162027,0.05352179002583632,1598.5339122582125,0.09224421341757043,0.06472882377787173,0.01651556980874659
durva056,6.71963523890685,479.94715336107805,6863.815763951248,7343.762917312326,,6863.815763951248,3.828324711770202,3.8929932375314085,0.5170746884562761,0.021060324039644418,1705.0164009844366,0.14567298229290596,0.05267677458332963,0.007604762267519578
durva057,6.354628466662086,-36.20289158717057,6463.886381021939,6427.6834894347685,0.022297901721328173,6463.886381021939,4.646639164272763,3.8959326932540788,0.10846750277784002,3.0318802599554026e-13,1167.8521487653832,0.03926806485113772,0.008609673650770781,0.002623225451511392
durva060,7.343985140130816,3439.682773117299,5828.7567258100225,9268.43949892732,,5828.7567258100225,3.9521222158285965,3.4558308836707035,0.42076084012126,1.6908888938511594e-32,896.5031075319233,0.09553452128051729,0.05371087997134548,0.0022284646561008294
durva061,6.541446692688694,3605.204245197131,4742.735694793346,8347.939939990476,,4742.735694793346,2.516040673471525,2.2436568959910743,-0.49138375638774423,3.4551514462699175e-32,528.9988621966011,0.01728132119201722,1.7264513101982264e-32,8.063665332613387e-27
